         4210327 function calls (4155037 primitive calls) in 4.256 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      576    0.001    0.000    0.004    0.000 pathlib.py:752(__fspath__)
       11    0.001    0.000    0.205    0.019 dispatcher.py:864(compile)
      250    0.001    0.000    0.175    0.001 netCDF4_.py:381(_acquire)
     1834    0.001    0.000    0.004    0.000 re.py:188(match)
    262/5    0.001    0.000    0.003    0.001 pyparsing.py:1370(_parseNoCache)
      334    0.001    0.000    0.012    0.000 templates.py:1139(decorate)
      111    0.001    0.000    0.012    0.000 filter_design.py:1080(zpk2tf)
      302    0.001    0.000    0.001    0.000 traitlets.py:435(__init__)
     3862    0.001    0.000    0.001    0.000 posixpath.py:41(_get_sep)
      539    0.001    0.000    0.008    0.000 value.py:143(name)
      815    0.001    0.000    0.001    0.000 metadata.py:437(is_egg)
1983/1976    0.001    0.000    0.001    0.000 common.py:268(__setattr__)
      213    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1556(_fill_cache)
       11    0.001    0.000    0.001    0.000 duck_array_ops.py:104(isnull)
      213    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1466(__init__)
     1022    0.001    0.000    0.003    0.000 ffi.py:309(close)
     1193    0.001    0.000    0.001    0.000 imputils.py:36(decorate)
     4259    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      221    0.001    0.000    0.005    0.000 filters.py:862(uniform_filter1d)
     2072    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
      146    0.001    0.000    0.019    0.000 deprecation.py:133(deprecate)
      292    0.001    0.000    0.003    0.000 function_base.py:475(add_newdoc)
       37    0.001    0.000    0.001    0.000 textwrap.py:233(_wrap_chunks)
       92    0.001    0.000    0.009    0.000 __init__.py:1338(_preprocess_data)
     1018    0.001    0.000    0.004    0.000 ffi.py:352(__del__)
      358    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
       64    0.001    0.000    0.013    0.000 clouds.py:83(_snr_at_iz)
  676/650    0.001    0.000    0.002    0.000 contextlib.py:123(__exit__)
     3431    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.RLock' objects}
      402    0.001    0.000    0.002    0.000 fromnumeric.py:1718(ravel)
      195    0.001    0.000    0.002    0.000 indexing.py:375(__init__)
     1246    0.001    0.000    0.002    0.000 sre_compile.py:423(_simple)
 3320/793    0.001    0.000    0.001    0.000 docstring.py:48(_recursive_subclasses)
   127/18    0.001    0.000    0.005    0.000 typing.py:758(__getitem__)
     3662    0.001    0.000    0.001    0.000 version.py:84(<lambda>)
     2612    0.001    0.000    0.004    0.000 abc.py:117(__instancecheck__)
     5223    0.001    0.000    0.001    0.000 typing.py:742(<genexpr>)
      104    0.001    0.000    0.013    0.000 _distn_infrastructure.py:1751(_attach_methods)
      884    0.001    0.000    0.001    0.000 function_base.py:244(iterable)
       88    0.001    0.000    0.001    0.000 configparser.py:1118(_join_multiline_values)
     2414    0.001    0.000    0.001    0.000 inspect.py:81(ismethod)
      123    0.001    0.000    0.012    0.000 _distn_infrastructure.py:631(__init__)
       64    0.001    0.000    0.001    0.000 clouds.py:86(<listcomp>)
      492    0.001    0.000    0.001    0.000 pathlib.py:725(_format_parsed_parts)
     1217    0.001    0.000    0.001    0.000 posixpath.py:60(isabs)
      335    0.001    0.000    0.001    0.000 pyparsing.py:1144(__init__)
      158    0.001    0.000    0.003    0.000 templates.py:988(do_class_init)
      407    0.001    0.000    0.054    0.000 sre_compile.py:598(_code)
      213    0.001    0.000    0.002    0.000 <frozen zipimport>:63(__init__)
     2135    0.001    0.000    0.001    0.000 indexing.py:200(tuple)
     2810    0.001    0.000    0.001    0.000 event.py:132(is_end)
      380    0.001    0.000    0.002    0.000 {method 'any' of 'numpy.generic' objects}
      127    0.001    0.000    0.004    0.000 netCDF4_.py:80(get_array)
      505    0.001    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        1    0.001    0.001    0.255    0.255 clouds.py:9(detect_clouds)
  368/364    0.001    0.000    0.002    0.000 dataarray.py:367(__init__)
     5598    0.001    0.000    0.001    0.000 {built-in method time.perf_counter}
     2237    0.001    0.000    0.006    0.000 typing.py:466(<genexpr>)
      258    0.001    0.000    0.001    0.000 lru_cache.py:50(__getitem__)
     1921    0.001    0.000    0.001    0.000 {built-in method sys.intern}
  467/392    0.001    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
   260/11    0.001    0.000    0.002    0.000 core.py:768(_parseNoCache)
3573/3567    0.001    0.000    0.001    0.000 typing.py:749(__eq__)
     2032    0.001    0.000    0.002    0.000 castgraph.py:48(get)
      394    0.001    0.000    0.002    0.000 _ufunc_config.py:32(seterr)
      286    0.001    0.000    0.012    0.000 typing.py:472(Optional)
     1002    0.001    0.000    0.008    0.000 re.py:203(sub)
     4471    0.001    0.000    0.001    0.000 artist.py:1456(<genexpr>)
      352    0.001    0.000    0.010    0.000 __init__.py:2118(distributions_from_metadata)
     1676    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1006(__init__)
      352    0.001    0.000    0.001    0.000 version.py:474(_cmpkey)
      128    0.001    0.000    0.001    0.000 nanfunctions.py:68(_replace_nan)
 1310/795    0.001    0.000    0.002    0.000 utils.py:588(shape)
     2714    0.001    0.000    0.001    0.000 util.py:185(is_consecutive)
      101    0.001    0.000    0.609    0.006 artist.py:128(_update_set_signature_and_docstring)
        2    0.001    0.000    0.008    0.004 cm.py:1(<module>)
     2096    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:736(find_spec)
       61    0.001    0.000    0.001    0.000 deprecation.py:159(_deprecated_property)
      959    0.001    0.000    0.001    0.000 enum.py:44(_is_private)
      545    0.001    0.000    0.008    0.000 module.py:233(_next)
      230    0.001    0.000    0.002    0.000 _dtype.py:321(_name_get)
     3701    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
     1473    0.001    0.000    0.001    0.000 abstract.py:19(_autoincr)
      299    0.001    0.000    0.012    0.000 variable.py:890(copy)
     2356    0.001    0.000    0.001    0.000 utils.py:330(<genexpr>)
       88    0.001    0.000    0.028    0.000 metadata.py:104(_from_text)
      176    0.001    0.000    0.006    0.000 __init__.py:2576(from_location)
3255/1330    0.001    0.000    0.004    0.000 abc.py:121(__subclasscheck__)
      358    0.001    0.000    0.170    0.000 pathlib.py:1156(iterdir)
      463    0.001    0.000    0.007    0.000 module.py:244(_next)
     2916    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
     1047    0.001    0.000    0.001    0.000 generic.py:10(_check)
      625    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(concatenate)
      216    0.001    0.000    0.218    0.001 artist.py:1327(__init__)
      407    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
       15    0.001    0.000    0.001    0.000 arrayprint.py:1527(_guarded_repr_or_str)
     2797    0.001    0.000    0.001    0.000 variable.py:566(dims)
       54    0.001    0.000    0.001    0.000 dispatcher.py:198(__init__)
  464/462    0.001    0.000    0.001    0.000 {method 'view' of 'numpy.ndarray' objects}
      716    0.001    0.000    0.001    0.000 templates.py:263(__init__)
      323    0.001    0.000    0.008    0.000 dataset.py:1489(__getitem__)
       15    0.001    0.000    0.002    0.000 algorithms.py:983(checked_add_with_arr)
      396    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      912    0.001    0.000    0.001    0.000 value.py:81(__init__)
     2044    0.001    0.000    0.001    0.000 castgraph.py:65(__getitem__)
      376    0.001    0.000    0.001    0.000 _util.py:371(<listcomp>)
     2176    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      503    0.001    0.000    0.003    0.000 fromnumeric.py:2933(prod)
        6    0.001    0.000    0.205    0.034 core.py:1(<module>)
      402    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(ravel)
     2229    0.001    0.000    0.001    0.000 abstract.py:123(__ne__)
      414    0.001    0.000    0.001    0.000 sre_parse.py:224(__init__)
     2349    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
      330    0.001    0.000    0.005    0.000 typing.py:879(__getitem__)
      140    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
     1262    0.001    0.000    0.001    0.000 fromnumeric.py:70(<dictcomp>)
      678    0.001    0.000    0.002    0.000 contextlib.py:261(helper)
      880    0.001    0.000    0.012    0.000 version.py:107(__init__)
      127    0.001    0.000    0.050    0.000 docstring.py:36(__call__)
      900    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      424    0.001    0.000    0.002    0.000 fromnumeric.py:51(_wrapfunc)
       54    0.001    0.000    0.034    0.001 dispatcher.py:760(__init__)
       22    0.001    0.000    1.100    0.050 utils.py:1(<module>)
      559    0.001    0.000    0.003    0.000 colors.py:152(to_rgba)
      456    0.001    0.000    0.002    0.000 deprecation.py:9(wrap)
       30    0.001    0.000    0.001    0.000 function_base.py:23(linspace)
      203    0.001    0.000    0.001    0.000 ntpath.py:61(isabs)
      146    0.001    0.000    0.063    0.000 __init__.py:109(import_module)
      475    0.001    0.000    0.001    0.000 sre_parse.py:432(_uniq)
       27    0.001    0.000    0.005    0.000 base.py:293(__new__)
  932/646    0.001    0.000    0.026    0.000 typing.py:352(__getitem__)
      286    0.001    0.000    0.001    0.000 posixpath.py:150(dirname)
  676/400    0.001    0.000    0.175    0.000 contextlib.py:114(__enter__)
      394    0.001    0.000    0.001    0.000 _ufunc_config.py:131(geterr)
        1    0.001    0.001    0.002    0.002 shutil.py:1(<module>)
      221    0.001    0.000    0.001    0.000 numeric.py:748(convolve)
     1023    0.001    0.000    0.001    0.000 ffi.py:319(detach)
      273    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      976    0.000    0.000    0.003    0.000 context.py:484(insert_global)
        1    0.000    0.000    0.001    0.001 codata.py:1510(parse_constants_2018toXXXX)
       20    0.000    0.000    0.061    0.003 base.py:1(<module>)
     1676    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      222    0.000    0.000    0.000    0.000 core.py:440(__init__)
     3431    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
      506    0.000    0.000    0.003    0.000 inspect.py:2873(replace)
        1    0.000    0.000    0.001    0.001 orthogonal.py:1(<module>)
      221    0.000    0.000    0.001    0.000 type_check.py:26(mintypecode)
      188    0.000    0.000    0.004    0.000 __init__.py:2052(<genexpr>)
     3423    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      910    0.000    0.000    0.001    0.000 dataset.py:775(variables)
      485    0.000    0.000    0.001    0.000 _collections_abc.py:849(__iter__)
      353    0.000    0.000    0.007    0.000 __init__.py:2763(_get_metadata)
     1838    0.000    0.000    0.001    0.000 sre_parse.py:81(groups)
      488    0.000    0.000    0.004    0.000 rcsetup.py:310(validate_color)
      716    0.000    0.000    0.002    0.000 templates.py:1112(register)
      331    0.000    0.000    0.004    0.000 fromnumeric.py:2123(sum)
      273    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      485    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      203    0.000    0.000    0.001    0.000 ntpath.py:124(splitdrive)
      962    0.000    0.000    0.001    0.000 enum.py:22(_is_dunder)
      176    0.000    0.000    0.017    0.000 __init__.py:2027(<listcomp>)
      469    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 helpers.py:677(<dictcomp>)
      176    0.000    0.000    0.001    0.000 version.py:305(__str__)
       84    0.000    0.000    0.001    0.000 utils.py:62(_maybe_cast_to_cftimeindex)
     1047    0.000    0.000    0.002    0.000 colors.py:106(_is_nth_color)
      279    0.000    0.000    0.001    0.000 indexing.py:212(as_integer_slice)
      133    0.000    0.000    0.004    0.000 __init__.py:2484(parse)
       42    0.000    0.000    0.881    0.021 indexing.py:683(explicit_indexing_adapter)
      445    0.000    0.000    0.001    0.000 {pandas._libs.lib.is_list_like}
      158    0.000    0.000    0.009    0.000 extending.py:214(decorate)
      471    0.000    0.000    0.003    0.000 pyparsing.py:1167(copy)
      203    0.000    0.000    0.002    0.000 __init__.py:1478(_validate_resource_path)
      132    0.000    0.000    0.003    0.000 base.py:1246(set_names)
       42    0.000    0.000    0.001    0.000 indexing.py:826(_decompose_outer_indexer)
      782    0.000    0.000    0.000    0.000 cpu_options.py:82(__init__)
      176    0.000    0.000    0.001    0.000 __init__.py:670(add)
       42    0.000    0.000    0.879    0.021 netCDF4_.py:94(_getitem)
      111    0.000    0.000    0.001    0.000 twodim_base.py:161(eye)
      221    0.000    0.000    0.004    0.000 functions.py:268(augment)
      174    0.000    0.000    0.001    0.000 misc.py:105(__init__)
      605    0.000    0.000    0.000    0.000 pathlib.py:1089(_init)
     1072    0.000    0.000    0.000    0.000 ffi.py:302(__init__)
       59    0.000    0.000    0.000    0.000 ufuncs.py:93(_remove_unused_reference_labels)
      662    0.000    0.000    0.001    0.000 dataset.py:1430(_item_sources)
       10    0.000    0.000    0.001    0.000 formatting.py:43(_get_indexer_at_least_n_items)
       25    0.000    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      530    0.000    0.000    0.001    0.000 types.py:171(__get__)
      715    0.000    0.000    0.001    0.000 utils.py:305(stream_list)
       89    0.000    0.000    0.002    0.000 traitlets.py:789(__new__)
     1671    0.000    0.000    0.000    0.000 abstract.py:92(__init__)
  174/173    0.000    0.000    0.033    0.000 <frozen importlib._bootstrap_external>:1171(create_module)
        1    0.000    0.000    0.089    0.089 _continuous_distns.py:6(<module>)
      959    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      131    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
      110    0.000    0.000    0.001    0.000 clouds.py:94(_merge_layers)
       10    0.000    0.000    0.001    0.000 merge.py:173(merge_collected)
      321    0.000    0.000    0.000    0.000 pathlib.py:303(splitroot)
